biome * ffffff ffffff ffffff
biome 0 ffffff 8eb971 71a74d
biome 1 ffffff 8eb971 71a74d
biome 2 ffffff 8eb971 71a74d
biome 3 ffffff 8eb971 71a74d
biome 4 ffffff 79c05a 59ae30
biome 5 ffffff 86b783 68a464
biome 6 ffffff 8eb971 71a74d
biome 7 ffffff 8eb971 71a74d
biome 8 ffffff a0b676 87a353
biome 9 ffffff 8eb971 71a74d
biome 10 ffffff 80b497 60a17b
biome 11 ffffff 80b497 60a17b
biome 12 ffffff 80b497 60a17b
biome 13 ffffff 80b497 60a17b
biome 14 ffffff 55c93f 2bbb0f
biome 15 ffffff 55c93f 2bbb0f
biome 16 ffffff 8eb971 71a74d
biome 17 ffffff 8eb971 71a74d
biome 18 ffffff 79c05a 59ae30
biome 19 ffffff 86b783 68a464
biome 20 ffffff 8eb971 71a74d
biome 21 ffffff 59c93c 30bb0b
biome 22 ffffff 59c93c 30bb0b
biome 23 ffffff bfb755 aea42a
biome 24 ffffff 8eb971 71a74d
biome 25 ffffff 8ab689 6da36b
biome 26 ffffff 83b593 64a278
biome 27 ffffff 88bb66 6ba940
biome 28 ffffff 88bb66 6ba940
biome 29 ffffff 507a32 59ae30
biome 30 ffffff 8eb971 71a74d
biome 31 ffffff 8eb971 71a74d
biome 32 ffffff 8eb971 71a74d
biome 33 ffffff 86b87f 68a55f
biome 34 ffffff 8ab689 6da36b
biome 35 ffffff 8eb971 71a74d
biome 36 ffffff 8eb971 71a74d
biome 37 ffffff 90814d 9e814d
biome 38 ffffff 90814d 9e814d
biome 39 ffffff 90814d 9e814d
biome 129 ffffff 91bd59 77ab2f
biome 130 ffffff bfb755 aea42a
biome 131 ffffff 8ab689 6da36b
biome 132 ffffff 79c05a 59ae30
biome 133 ffffff 86b783 68a464
biome 134 e0ffae 6a7039 6a7039
biome 140 ffffff 80b497 60a17b
biome 149 ffffff 59c93c 30bb0b
biome 151 ffffff 64c73f 3eb80f
biome 155 ffffff 88bb66 6ba940
biome 156 ffffff 88bb66 6ba940
biome 157 ffffff 507a32 59ae30
biome 158 ffffff 80b497 60a17b
biome 160 ffffff 86b783 68a464
biome 161 ffffff 86b783 68a464
biome 162 ffffff 8ab689 6da36b
biome 163 ffffff bfb755 aea42a
biome 164 ffffff bfb755 aea42a
biome 165 ffffff 90814d 9e814d
biome 166 ffffff 90814d 9e814d
biome 167 ffffff 90814d 9e814d
blocktype * * normal
block 745 * ff7d7d7d
block 745 1 ffd4cd94
block 745 2 ff2c2c2c
block 745 3 ff2c2c2c
block 745 4 ff2c2c2c
block 745 5 ff6f3634
block 746 * ff535353
block 747 * ff14121d
block 748 * ff774437
block 749 * ff27273b
block 749 1 9b1a2731
block 750 * ff9c8b79
block 751 1 ff9f9285
block 751 2 ff7f7f7f
block 751 3 ff7f7f7f
block 751 4 ff73966b
block 751 5 ff7f7f7f
block 752 1 ffd2d6d7
block 752 2 ffb3632d
block 752 3 ffcecda3
block 752 4 ffb2b597
block 752 5 ffb2b7cf
block 752 6 ffe0d8df
block 752 7 ffdca124
block 752 8 ffa4a7b1
block 752 9 ff8c8985
block 752 10 ff403a4b
block 752 11 ffd5d4e0
block 752 12 ff9391a2
block 752 13 ffeae9e3
block 752 14 ffe5e2e3
block 752 15 ffa996a3
block 754 1 ff898b8b
block 754 2 ff87888a
block 754 3 ff8c8a88
block 754 4 ff848485
block 754 5 ff767578
block 755 * ff75614b
block 756 * 6f626262
block 757 * ffcecda3
block 757 0 ffdbdbdb
block 757 1 fff9ec4e
block 757 2 ff9e4408
block 757 3 ffd2d6d7
block 757 4 ffb3632d
block 757 6 ffb2b597
block 757 7 ffb2b7cf
block 757 8 ffdbdbdb
block 757 9 fff9ec4e
block 757 10 ff9e4408
block 757 11 ffd2d6d7
block 757 12 ffb3632d
block 757 14 ffb2b597
block 757 15 ffb2b7cf
block 758 * ff9391a2
block 758 0 ffe0d8df
block 758 1 ffdca124
block 758 2 ffa4a7b1
block 758 3 ff8c8985
block 758 4 ff403a4b
block 758 5 ffd5d4e0
block 758 7 ffeae9e3
block 758 8 ffe0d8df
block 758 9 ffdca124
block 758 10 ffa4a7b1
block 758 11 ff8c8985
block 758 12 ff403a4b
block 758 13 ffd5d4e0
block 758 15 ffeae9e3
block 759 0 ffe5e2e3
block 759 1 ffa996a3
block 759 2 ffd08d40
block 759 8 ffe5e2e3
block 759 9 ffa996a3
block 759 10 ffd08d40
block 760 * ffcecda3
block 760 0 ffdbdbdb
block 760 1 fff9ec4e
block 760 2 ff9e4408
block 760 3 ffd2d6d7
block 760 4 ffb3632d
block 760 6 ffb2b597
block 760 7 ffb2b7cf
block 760 8 ffdbdbdb
block 760 9 fff9ec4e
block 760 10 ff9e4408
block 760 11 ffd2d6d7
block 760 12 ffb3632d
block 760 14 ffb2b597
block 760 15 ffb2b7cf
block 761 * ff9391a2
block 761 0 ffe0d8df
block 761 1 ffdca124
block 761 2 ffa4a7b1
block 761 3 ff8c8985
block 761 4 ff403a4b
block 761 5 ffd5d4e0
block 761 7 ffeae9e3
block 761 8 ffe0d8df
block 761 9 ffdca124
block 761 10 ffa4a7b1
block 761 11 ff8c8985
block 761 12 ff403a4b
block 761 13 ffd5d4e0
block 761 15 ffeae9e3
block 762 0 ffe5e2e3
block 762 1 ffa996a3
block 762 2 ffd08d40
block 762 8 ffe5e2e3
block 762 9 ffa996a3
block 762 10 ffd08d40
block 763 * ffdbdbdb
block 764 * fff9ec4e
block 765 * ff9e4408
block 766 * ffd2d6d7
block 767 * ffb3632d
block 768 * ffcecda3
block 769 * ffb2b597
block 770 * ffb2b7cf
block 771 * ffe0d8df
block 772 * ffdca124
block 773 * ffa4a7b1
block 774 * ff8c8985
block 775 * ff403a4b
block 776 * ffd5d4e0
block 777 * ff9391a2
block 778 * ffeae9e3
block 779 * ffe5e2e3
block 780 * ffa996a3
block 781 * ffd08d40
block 782 * fff6ce9f
block 783 * fff9a836
block 784 * ffe77803
block 785 * fff5d9b6
block 786 * fff78e1c
block 787 * fff8ca8a
block 788 * fff6bb6d
block 789 * ffefc393
block 790 * fff9e2c6
block 791 * ffea8407
block 792 * ffeca85a
block 793 * ffea9635
block 794 * fff6901a
block 795 * ff857f81
block 796 * fff5d8bc
block 797 * ffd3a87f
block 798 * fff9e0c2
block 799 * fff6e8d8
block 800 * fff0cb64
block 801 * ff191816
block 802 * ffebab5b
block 803 * fffbcd94
block 804 * fffac796
block 805 * ffe19b3d
block 806 * ff6a0303
block 807 * fff74613
block 808 * fff7edc3
block 809 * ff524d3f
block 810 * ffbe5c49
block 811 * ff67723e
block 812 * ff775c3e
block 813 * ff575c83
block 814 * ff965b9c
block 815 * ff5a8c86
block 816 * ffb9b192
block 817 * ff6d6956
block 818 * ffd99387
block 819 * ff6bc84e
block 820 * ffddca47
block 821 * ff8699a9
block 822 * ffca75a5
block 823 * ffe79957
block 824 * ffebe1b9
block 825 * ff7c007c
block 826 * ff7c007c
block 827 * ffeff2a1
block 862 * ff7c007c
block 863 * ff7c007c
block 864 * ff7c007c
block 865 * ffe8d5c9
block 866 * ffebd417
block 867 * ff85756e
block 867 1 ff878787
block 867 2 ff828182
block 868 * ffd9a934
block 869 * ffd5d5d7
block 870 * ffb94610
block 873 * ff653926
block 874 * ffd9a934
block 875 * ffd9a934
block 876 * ffca9d30
block 877 * ffd9a934
block 878 * ffd9a934
block 879 * ffd7a834
block 879 1 ff926933
block 880 1 3fc4aa6c
block 880 2 ffdaa92f
block 880 3 ffdaa92f
block 880 4 ffdaa92f
block 880 5 ffdaa92f
block 880 6 ffdaa92f
block 881 * ffd7a731
block 881 1 3fb8a576
block 881 10 3fd4a533
block 881 11 3fae9352
block 882 * ffdcaa30
block 883 * ffd9a934
block 883 1 ffc8c8c8
block 885 * ff7c007c
block 886 * ffd9a934
block 887 * ffd9a934
block 887 1 ffb15516
block 888 1 ffd9a934
block 888 2 ffd0a233
block 888 3 ffd0a233
block 888 4 ffd0a233
block 888 5 ffd0a233
block 889 * ffd9a934
block 896 * ff686868
block 897 1 ffe7eaf8
block 898 * ffc0baa1
block 899 * ffa7b0c1
block 900 * ffbecbb1
block 901 * ff525558
block 902 * ff5e5858
block 903 * ffedcd81
block 904 * ffba8873
block 905 * ff84646b
block 906 * ffd1c7c1
block 907 * ffcfc7c7
block 908 * ffd1cecc
block 909 * ff4f4e48
block 910 * ffc1b8ac
block 911 * ffa48c71
block 912 * ff72818a
block 913 * ff867269
block 928 * f5130800
block 964 * ffaec3cc
block 965 * 46daf0f4
block 966 * 46daf0f4
block 968 * ffbdbfc5
block 969 * ff4b5057
block 970 * ff768398
block 971 * ff8d97a2
block 972 * 3b5bb4fe
block 973 * ff632e25
block 974 * ffe0e8ee
block 975 * ff632e25
block 976 * ff632e25
block 977 * ff632e25
block 978 * ff632e25
block 979 * ffbdbfc5
block 980 * ff768398
block 981 * ff632e25
block 982 * ff768398
block 983 * ff768398
block 984 * ff768398
block 985 * ff666d76
block 986 * ff632e25
block 987 * ff632e25
block 988 * ff632e25
block 989 * ff768398
block 990 * ff632e25
block 991 * ff632e25
block 992 * ff632e25
block 993 * ff632e25
block 994 * ff632e25
block 995 * ff632e25
block 996 * ff632e25
block 997 * ff632e25
block 998 * ff632e25
block 999 * ff632e25
block 1000 * ff696a6b
block 1001 * ff632e25
block 1002 * 3bfe9859
block 1003 * ff998381
block 1004 * ff632e25
block 1005 * ffcdd9da
block 1006 * ffb2b2b2
block 1007 * ffdad1ae
block 1008 * ff6b6b6b
block 1009 * ff6b6b6b
block 1010 * ffe3e6e7
block 1011 * ff8da7d7
block 1012 * 9e0b0e78
block 1013 * 710e1138
block 1014 * ffdcdee7
block 1015 * b22e43f4
block 1016 * ffd1530e
block 1017 * ff685130
block 1018 * ff685130
block 1019 * a567311c
block 1020 * ffe9e9e9
block 1021 * ffecc07c
block 1022 * ffcdd9da
block 1023 1 ff7a7978
block 1023 2 ff777778
block 1023 3 ff7d7e7e
block 1023 4 ff7c7c7c
block 1024 1 ffbbccca
block 1024 2 ff46495b
block 1024 3 ffaad4d4
block 1024 4 ff949a8a
block 1024 5 ffce6d56
block 1024 6 ffebd07f
block 1024 7 ff525252
block 1024 8 ffc37846
block 1024 9 ffd1a261
block 1024 10 ff515151
block 1025 1 ffbbccca
block 1025 2 ff46495b
block 1025 3 ffaad4d4
block 1025 4 ff949a8a
block 1025 5 ffce6d56
block 1025 6 ffebd07f
block 1025 7 ff525252
block 1026 1 ff776d66
block 1026 2 ff776d65
block 1027 * 7f4d352a
block 1027 1 ff525252
block 1027 3 ff5d5250
block 1027 4 744e4744
block 1027 5 4c3d8265
block 1027 7 ff5d5750
block 1027 8 b55a5755
block 1027 9 ff5e5d5c
block 1027 10 ff675b54
block 1027 11 ff894830
block 1027 12 ff494c50
block 1027 13 ff514d4b
block 1027 14 5a59514d
block 1027 15 ff774836
block 1028 1 ff7c007c
block 1028 2 b569615b
block 1028 3 4b443b2f
block 1028 4 47ffbb51
block 1028 5 e9838383
block 1028 6 ff4f545d
block 1028 7 ff8b8b8b
block 1028 8 ff554f59
block 1028 9 ab4f4845
block 1028 10 ad735748
block 1028 11 747f7876
block 1029 * cf484848
block 1029 2 3f393939
block 1029 4 ff323232
block 1029 5 ff4e4c47
block 1029 6 ff715645
block 1029 7 ff71685c
block 1029 8 634d4d4d
block 1029 9 75434343
block 1029 10 ffb2b2b2
block 1029 11 ff4f3a31
block 1029 12 ffbbccca
block 1029 13 cfaebebc
block 1029 14 ff7c6f65
block 1029 15 cfaebebc
block 1030 1 ff444759
block 1030 2 ff4b4b4b
block 1031 2 ff595858
block 1031 3 ff595858
block 1031 6 ff525252
block 1031 9 ff525252
block 1031 10 ff525252
block 1032 1 ff542f1f
block 1032 2 ff542f1f
block 1032 3 ff542f1f
block 1032 4 ff482719
block 1032 5 4f553b32
block 1032 6 ff532e1d
block 1033 1 ff542f1f
block 1033 2 ff542f1f
block 1033 3 ff542f1f
block 1033 4 ff542f1f
block 1033 5 ff4e2c1c
block 1033 6 75522e1d
block 1034 1 ff4d2d1e
block 1034 2 ff4d2d1f
block 1035 * ff542f1f
block 1036 * ff4d2d1e
block 1037 * ff4d2d1f
block 1038 1 ff474747
block 1038 2 ff3e1f15
block 1038 3 ff272727
block 1038 4 cb21b164
block 1038 5 c9412a23
block 1039 1 ff474747
block 1039 2 ff3e1f15
block 1039 3 ff272727
block 1039 4 ff776d66
block 1039 5 ff776d65
block 1039 6 ff4a3832
block 1040 * ff776d66
block 1041 * ff776d65
block 1042 1 53236e33
block 1042 2 7a247234
block 1042 3 94247235
block 1042 4 ac416933
block 1042 5 7f436532
block 1056 * ff655a3d
block 1058 * 3c6c5325
block 1059 * ff122ab5
block 1059 8 ff7d83ba
block 1059 9 ff7d83ba
block 1059 10 ff7d83ba
block 1059 11 ff7d83ba
block 1059 12 ff7d83ba
block 1059 13 ff7d83ba
block 1059 14 ff7d83ba
block 1059 15 ff7d83ba
block 1061 * 535d6a7c
block 1062 * ff775934
block 1063 * ff775934
block 1117 * fee8eee9
block 1164 * 36000000
block 1166 * ff8b7754
block 1167 * ff8b7754
block 1168 * cf8a6d3c
block 1169 * ff8b7754
block 1170 * ff8b7754
block 1171 * cf8f7140
block 1172 * ff8b7754
block 1173 * cf8f7140
block 1174 * ff8b7754
block 1175 * cf8a6d3c
block 1176 * ff8b7754
block 1177 * ff8b7754
block 1178 * 1377674c
block 1179 * ff8b7754
block 1180 * 13887346
block 1181 * ff8b7754
block 1182 * ff8b7754
block 1183 * ff8b7754
block 1184 * ff868178
block 1184 1 ff2a2e2f
block 1184 2 ff6b6f6f
block 1184 3 ff919191
block 1184 9 ff2a2e2f
block 1184 10 ff6b6f6f
block 1184 11 ff919191
block 1185 * ff9c9390
block 1185 1 ff8e887d
block 1185 2 ff726b66
block 1185 3 ff777b66
block 1185 4 ff898679
block 1185 5 ffafacaa
block 1185 9 ff8e887d
block 1185 10 ff726b66
block 1185 11 ff777b66
block 1185 12 ff898679
block 1185 13 ffafacaa
block 1186 * ff6d4f3e
block 1186 0 ff4e4c4f
block 1186 1 ffa1866c
block 1186 2 ffb6afab
block 1186 3 ffa89e88
block 1186 4 ff80745b
block 1186 5 ff555257
block 1186 7 ffb3b2ae
block 1186 8 ff4e4c4f
block 1186 9 ffa1866c
block 1186 10 ffb6afab
block 1186 11 ffa89e88
block 1186 12 ff80745b
block 1186 13 ff555257
block 1186 15 ffb3b2ae
block 1187 * 9f7dadff
block 1188 1 ff564f45
block 1188 2 ff514a41
block 1188 3 ff35302b
block 1188 4 ff6f5338
block 1188 5 ff786959
block 1188 6 ff77674c
block 1188 7 ff5a4a31
block 1188 8 ff38322e
block 1188 9 ff4a2f1f
block 1188 10 ff7b705f
block 1188 11 ff5b5141
block 1188 12 ff191a17
block 1188 13 ff47443c
block 1188 14 ff5f574c
block 1188 15 ff6e5e51
block 1189 * ffa99b82
block 1190 * c37a6e5e
block 1190 0 c37e6a4d
block 1191 1 ffa42c27
block 1191 2 ff364916
block 1191 3 ff4a2b16
block 1191 4 ff222c81
block 1191 5 ff712aa8
block 1191 6 ff246b85
block 1191 7 ffa5a7a3
block 1191 8 ff3d3d3b
block 1191 9 ffc77586
block 1191 10 ff3bba2e
block 1191 11 ffccbc25
block 1191 12 ff7c007c
block 1191 13 ffb34cb5
block 1191 14 ffd87b3c
block 1191 15 ff1b1817
block 1192 * c3685a48
block 1192 0 c36b573a
block 1193 * ff6a5546
block 1194 * ffa49277
block 1195 * c36d5d50
block 1195 0 c3705a41
block 1196 * 28ceb983
block 1197 * c35e564c
block 1197 0 c361543e
block 1198 * c35c5142
block 1198 0 c35e4e35
block 1199 * c3342f2a
block 1199 0 c3352d22
block 1200 * c3585045
block 1200 0 c35a4e39
block 1201 * 3f392d37
block 1202 * 3fee7742
block 1203 * ff888888
block 1204 * ff95794a
block 1205 * c37b705f
block 1205 0 c37e6c4d
block 1206 * c349463d
block 1206 0 c34b4432
block 1207 * ff9c7f4e
block 1208 * c34e4237
block 1208 0 c350402d
block 1209 * c2524b41
block 1209 0 c2544835
block 1210 * 3fa5b9d0
block 1211 * c3766758
block 1211 0 c37a6448
block 1212 1 ff4e4338
block 1212 2 ff4e4b35
block 1212 3 ff605542
block 1212 4 ff7b6e5e
block 1213 * 3fbb9d83
block 1214 * 3f78643a
block 1215 * 3f9f9f9f
block 1216 * c3584930
block 1216 0 c35b4727
block 1217 * 3f9a8d30
block 1218 * 3f454c4f
block 1219 * c3625643
block 1219 0 c3655336
block 1220 * 3fefbf23
block 1221 * 3f999a9a
block 1222 * ff743f2e
block 1223 * 3fbc4128
block 1224 * c36e5238
block 1224 0 c3714f2d
block 1225 * c376664c
block 1225 0 c37a633e
block 1226 * 28ceb983
block 1227 * ff644b28
block 1227 1 ff694f2a
block 1228 * ff685344
block 1229 * c34a3020
block 1229 0 c34c2f1a
block 1230 * ff888888
block 1230 1 ff7a7a79
block 1231 * c3504b36
block 1231 0 c352492c
block 1232 * c338322e
block 1232 0 c33a3125
block 1233 * c1726757
block 1233 0 c1766447
block 1234 * ffa8a5a1
block 1234 1 ff747474
block 1234 2 ff797979
block 1234 9 ff747474
block 1234 10 ff797979
block 1235 * 3f459053
block 1236 * c31a1b19
block 1236 0 c31b1a14
block 1237 * ff987246
block 1238 * 6f454545
block 1240 * ff4e3425
block 1240 0 ff4f3930
block 1241 * ffb5947d
block 1242 * ff723d26
block 1243 * ff2a253b
block 1244 * ff7b331a
block 1245 * ff854b2c
block 1246 * ff7c5e59
block 1247 * ff5a5454
block 1248 * ff44352d
block 1249 * ff4e4768
block 1250 * ff3a2f26
block 1251 * ffa78246
block 1252 * ff832e17
block 1253 * ffd09482
block 1254 * ff794c3b
block 1255 * ff6c7768
block 1256 * ffcdd0a7
block 1257 * ffa7a28e
block 1258 * ff9bb456
block 1259 * ffaf9666
block 1260 * ff2a253b
block 1261 * ff9d9960
block 1262 * 6a8a72a9
block 1263 * 6a8a8a8a
block 1264 * c347474b
block 1265 * c3838387
block 1266 * c3838387
block 1267 * c347474b
block 1268 * ff4b4b4b
block 1269 * 5a453229
block 1270 * 7f997770
block 1271 * ff653924
block 1272 * 7f503225
block 1272 1 7f654128
block 1273 * ff494442
block 1274 1 ff525252
block 1274 2 ff525252
block 1275 * e7454545
block 1276 * ff7b7b7b
block 1277 * 6a9d9d9d
block 1297 * ff737373
block 1298 * ff8e8570
block 1299 * ebe5e5e5
block 1300 * ffdbdbdb
block 1301 * 13826a3a
block 1302 * 5393830d
block 1302 1 53997b00
block 1302 2 538d8112
block 1303 * ffdbdbdb
block 1304 * ebe5e5e5
block 1305 * ff917157
block 1306 * 13826a3a
block 1307 * ffdbdbdb
block 1308 * ffea9635
